"AmazonID","Name","Price","Added"
"1838607684","How to Lose the Information War: Russia, Fake News, and the Future of Conflict",19.6,"29 July 2020"
"0062273205","The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers",17.0,"6 January 2016"
"B0739PYQSS","Extreme Ownership: How U.S. Navy SEALs Lead and Win",6.66,"24 May 2020"
"B01BWD0U62","The Grand Tour - A Voyage of a Lifetime - NASA JPL Space Tourism Travel Poster - Unframed (24 x 36) by DigitalFusion Space Posters",-inf,"9 February 2020"
"B07QT9QR41","The Unicorn Project: A Novel about Developers, Digital Disruption, and Thriving in the Age of Data",9.99,"25 December 2019"
"0262042878","The Joy of Search: A Google Insider's Guide to Going Beyond the Basics (The MIT Press)",22.5,"29 October 2019"
"1509865837","Children of Ruin (The Children of Time Novels, 2)",16.19,"24 May 2019"
"1447273303","Children of Time",9.78,"24 May 2019"
"1942788339","Accelerate: The Science of Lean Software and Devops: Building and Scaling High Performing Technology Organizations",14.65,"25 June 2018"
"1936661837","Traction: Get a Grip on Your Business",12.29,"14 May 2019"
"1509841105","The Secret Barrister: Stories of the Law and How It's Broken",12.99,"10 May 2019"
"0062292986","Crossing the Chasm, 3rd Edition: Marketing and Selling Disruptive Products to Mainstream Customers (Collins Business Essentials)",12.77,"21 April 2019"
"1781257922","Moneyland: Why Thieves And Crooks Now Rule The World And How To Take It Back",5.49,"19 March 2019"
"147213995X","Mindset - Updated Edition: Changing The Way You think To Fulfil Your Potential",9.09,"19 March 2019"
"1119085292","How to Measure Anything in Cybersecurity Risk",44.0,"7 March 2019"
"0124202314","Measuring and Managing Information Risk: A FAIR Approach",34.99,"7 March 2019"
"1541773837","Dawn of the Code War: America's Battle Against Russia, China, and the Rising Global Cyber Threat",24.48,"16 February 2019"
"0241250838","Team of Teams: New Rules of Engagement for a Complex World",9.85,"12 February 2019"
"1491973897","The Manager`s Path: A Guide for Tech Leaders Navigating Growth and Change",24.99,"18 January 2019"
"B07F3DJMZ1","Project to Product: How to Survive and Thrive in the Age of Digital Disruption with the Flow Framework",9.99,"31 January 2019"
"0691176884","The Diversity Bonus: How Great Teams Pay off in the Knowledge Economy (Our Compelling Interests): 2",15.9,"31 January 2019"
"0141038225","Antifragile: Things that Gain from Disorder",11.95,"31 January 2019"
"0691127026","Complex Adaptive Systems: An Introduction to Computational Models of Social Life (Princeton Studies in Complexity): 14",24.06,"31 January 2019"
